Id,ActionName,EntityName,EntityId,Description,UserId,IpAddress,UserAgent,TokenExpiresAt,Metadata,Timestamp,ProcessingTimeMs,UserFullName
3665,LoginFailed,,,User session expired and was terminated.,4.0,102.182.98.73,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 200, ""ip"": ""24.53.103.56"", ""browser"": ""Firefox""}",2022-12-04 18:51:50,348.0,Omar Hassan
9120,UserLoggedIn,Enrollment,,User authentication was completed.,4.0,230.22.21.236,curl/7.68.0,2024-05-27 01:15:07,"{""statusCode"": 200, ""ip"": ""83.47.191.11"", ""browser"": ""Firefox""}",2024-05-26 19:15:07,183.0,Omar Hassan
10209,AuthCreated,Squadron,,Record was archived by the administrator.,4.0,114.91.52.91,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 500, ""ip"": ""33.243.165.126"", ""browser"": ""Safari""}",2025-04-04 10:12:40,270.0,Omar Hassan
5838,LoginFailed,Squadron,36.0,Password reset request was initiated.,1.0,106.209.253.79,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 400, ""ip"": ""40.227.203.205"", ""browser"": ""Chrome""}",2024-08-12 23:07:22,213.0,System Administrator
13031,UserLoggedIn,StudentImport,36.0,Annual academic year data was synchronized.,3.0,188.62.86.100,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,2025-01-16 16:57:21,"{""statusCode"": 401, ""ip"": ""53.14.19.126"", ""browser"": ""Chrome""}",2025-01-16 10:57:21,530.0,Sara Mohamed
7565,UserLoggedIn,,,System backup was completed successfully.,6.0,249.90.107.55,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,2023-10-11 06:53:50,"{""statusCode"": 200, ""ip"": ""156.136.35.65"", ""browser"": ""Firefox""}",2023-10-11 04:53:50,273.0,Youssef Adel
9674,BulkImportStudents,Auth,29.0,Access token generated for session.,6.0,68.247.239.11,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 500, ""ip"": ""172.185.249.93"", ""browser"": ""Safari""}",2024-12-19 03:28:49,380.0,Youssef Adel
7430,UserLoggedIn,Squadron,,The system processed the request successfully.,5.0,231.44.231.130,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,2024-04-21 08:09:35,"{""statusCode"": 401, ""ip"": ""122.230.5.124"", ""browser"": ""Firefox""}",2024-04-20 08:09:35,235.0,Nour Khalil
12070,UserLoggedIn,Auth,,Record was archived by the administrator.,7.0,102.46.121.41,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,2024-04-26 18:15:25,"{""statusCode"": 500, ""ip"": ""28.25.45.178"", ""browser"": ""Firefox""}",2024-04-26 17:15:25,400.0,Mona Samir
13522,UserLoggedIn,Squadron,,The system processed the request successfully.,8.0,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,2024-11-12 21:41:01,"{""statusCode"": 401, ""ip"": ""151.7.208.22"", ""browser"": ""Chrome""}",2024-11-11 21:41:01,321.0,Kareem Fathy
7132,LoginFailed,StudentImport,,Enrollment confirmed for the selected course.,,153.64.227.147,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 401, ""ip"": ""236.224.183.226"", ""browser"": ""Firefox""}",2024-02-06 23:03:20,213.0,Guest user
11590,SquadronCreated,Auth,48.0,The system processed the request successfully.,,105.206.84.223,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 200, ""ip"": ""109.161.71.42"", ""browser"": ""Firefox""}",2025-05-26 10:10:30,437.0,Guest user
12256,ProfileViewed,Auth,16.0,New student record was added to the system.,8.0,232.191.139.195,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 200, ""ip"": ""141.187.148.224"", ""browser"": ""Chrome""}",2024-11-21 05:30:51,311.0,Kareem Fathy
5170,LoginFailed,Enrollment,,Squadron assignment updated by admin.,6.0,128.175.145.106,curl/7.68.0,,"{""statusCode"": 200, ""ip"": ""134.52.80.174"", ""browser"": ""Chrome""}",2024-09-21 18:19:30,230.0,Youssef Adel
7808,UserLoggedIn,Enrollment,7.0,Profile information was reviewed.,3.0,70.192.109.103,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,2024-05-27 00:10:51,"{""statusCode"": 500, ""ip"": ""84.65.55.150"", ""browser"": ""Safari""}",2024-05-26 23:10:51,247.0,Sara Mohamed
11880,UserLoggedIn,Squadron,35.0,The system processed the request successfully.,7.0,197.74.83.240,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,2025-01-20 09:51:49,"{""statusCode"": 200, ""ip"": ""172.124.145.93"", ""browser"": ""Firefox""}",2025-01-20 03:51:49,302.0,Mona Samir
9466,UserLoggedIn,Auth,32.0,Record was archived by the administrator.,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,2022-12-04 08:48:53,"{""statusCode"": 200, ""ip"": ""76.160.111.81"", ""browser"": ""Chrome""}",2022-12-04 06:48:53,337.0,Guest user
1724,LoginFailed,StudentImport,9.0,Password reset request was initiated.,5.0,129.167.125.168,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,CORRUPTED_JSON,2024-10-26 06:27:06,388.0,Nour Khalil
4422,ProfileViewed,StudentImport,38.0,The system processed the request successfully.,7.0,173.202.88.139,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 200, ""ip"": ""26.103.33.13"", ""browser"": ""Edge""}",2022-05-05 22:44:49,511.0,Mona Samir
6766,AuthCreated,,5.0,,6.0,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 500, ""ip"": ""14.118.196.49"", ""browser"": ""Chrome""}",2024-05-22 10:16:30,263.0,Youssef Adel
12143,UserLoggedIn,Enrollment,36.0,System backup was completed successfully.,,63.247.125.230,,2024-04-19 15:23:02,"{""statusCode"": 400, ""ip"": ""218.70.20.229"", ""browser"": ""Firefox""}",2024-04-19 13:23:02,382.0,Guest user
10298,BulkImportStudents,,,Bulk operation completed for selected records.,7.0,31.154.120.6,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 400, ""ip"": ""28.91.188.144"", ""browser"": ""Firefox""}",2025-05-08 16:12:26,481.0,Mona Samir
5658,ProfileViewed,Auth,,Enrollment confirmed for the selected course.,1.0,215.79.210.151,curl/7.68.0,,"{""statusCode"": 200, ""ip"": ""190.180.36.83"", ""browser"": ""Safari""}",2025-02-23 21:24:40,675.0,System Administrator
2556,UserLoggedIn,Squadron,6.0,Access token generated for session.,,206.217.57.244,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,2025-01-22 08:36:56,,2025-01-22 02:36:56,551.0,Guest user
443,UserLoggedIn,Squadron,36.0,Annual academic year data was synchronized.,2.0,247.66.201.238,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,2024-06-12 08:22:58,"{""statusCode"": 200, ""ip"": ""254.30.37.23"", ""browser"": ""Safari""}",2024-06-12 07:22:58,,Ahmed Ali
1131,AuthCreated,Enrollment,40.0,Squadron assignment updated by admin.,6.0,240.201.178.128,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 400, ""ip"": ""190.58.10.100"", ""browser"": ""Edge""}",2023-01-22 01:06:10,415.0,Youssef Adel
5547,LoginFailed,Squadron,,Enrollment confirmed for the selected course.,3.0,251.211.110.190,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 500, ""ip"": ""23.140.141.139"", ""browser"": ""Chrome""}",2024-09-22 12:31:40,268.0,Sara Mohamed
6080,UserLoggedIn,Auth,23.0,Bulk operation completed for selected records.,,38.218.15.146,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,2023-12-15 06:17:48,,2023-12-15 04:17:48,348.0,Guest user
209,LoginFailed,Auth,8.0,Enrollment confirmed for the selected course.,7.0,129.181.134.122,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 200, ""ip"": ""38.53.116.127"", ""browser"": ""Chrome""}",2023-09-14 08:02:13,336.0,Mona Samir
12772,LoginFailed,Squadron,,Squadron assignment updated by admin.,1.0,143.220.87.241,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 500, ""ip"": ""17.240.32.162"", ""browser"": ""Firefox""}",2023-04-07 09:39:40,439.0,System Administrator
1832,LoginFailed,Auth,1.0,Password reset request was initiated.,5.0,87.151.205.123,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 200, ""ip"": ""48.163.248.211"", ""browser"": ""Safari""}",2023-03-31 10:11:42,33.0,Nour Khalil
8929,LoginFailed,Enrollment,,New student record was added to the system.,7.0,160.216.174.10,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 200, ""ip"": ""206.216.165.128"", ""browser"": ""Chrome""}",2022-10-15 12:17:51,350.0,Mona Samir
5147,UserLoggedIn,,21.0,Course registration period has been updated.,6.0,221.26.116.123,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,2024-03-08 19:50:55,"{""statusCode"": 200, ""ip"": ""149.190.147.152"", ""browser"": ""Chrome""}",2024-03-07 19:50:55,289.0,Youssef Adel
12085,SquadronUpdated,Enrollment,36.0,New student record was added to the system.,4.0,169.241.193.229,,,"{""statusCode"": 500, ""ip"": ""154.89.80.62"", ""browser"": ""Firefox""}",2023-01-17 11:33:11,246.0,Omar Hassan
10355,ProfileViewed,Squadron,,Record was archived by the administrator.,,77.178.161.88,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 200, ""ip"": ""122.196.130.184"", ""browser"": ""Firefox""}",2023-12-26 22:01:55,352.0,Guest user
2122,BulkImportStudents,StudentImport,1.0,Squadron assignment updated by admin.,8.0,78.98.138.40,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 400, ""ip"": ""38.14.233.189"", ""browser"": ""Safari""}",2022-06-28 12:26:43,117.0,Kareem Fathy
7464,SquadronUpdated,Squadron,,Record was archived by the administrator.,2.0,170.79.174.204,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""10.179.214.139"", ""browser"": ""Safari""}",2024-05-06 19:26:41,152.0,Ahmed Ali
6941,UserLoggedIn,Enrollment,26.0,Password reset request was initiated.,2.0,184.115.118.201,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,2024-09-15 09:30:20,"{""statusCode"": 200, ""ip"": ""190.112.187.249"", ""browser"": ""Firefox""}",2024-09-15 03:30:20,532.0,Ahmed Ali
3156,ProfileViewed,StudentImport,2.0,User session expired and was terminated.,2.0,89.218.123.78,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 401, ""ip"": ""171.165.150.51"", ""browser"": ""Safari""}",2022-06-14 04:24:31,213.0,Ahmed Ali
2428,ProfileViewed,Enrollment,31.0,Course registration period has been updated.,3.0,242.57.34.206,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 500, ""ip"": ""171.241.110.174"", ""browser"": ""Chrome""}",2024-04-17 19:28:36,194.0,Sara Mohamed
489,AuthCreated,Squadron,5.0,,4.0,11.64.66.91,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 500, ""ip"": ""171.15.129.56"", ""browser"": ""Edge""}",2024-06-13 20:31:13,461.0,Omar Hassan
8590,ProfileViewed,Auth,,,,202.3.147.57,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 400, ""ip"": ""82.131.94.188"", ""browser"": ""Edge""}",2025-01-31 11:41:14,174.0,Guest user
5805,LoginFailed,Squadron,23.0,Access token generated for session.,6.0,30.155.98.62,curl/7.68.0,,"{""statusCode"": 200, ""ip"": ""66.198.97.98"", ""browser"": ""Edge""}",2025-01-04 22:04:21,,Youssef Adel
9522,ProfileViewed,Enrollment,4.0,Squadron assignment updated by admin.,4.0,,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 401, ""ip"": ""223.102.112.176"", ""browser"": ""Edge""}",2024-03-26 06:16:46,160.0,Omar Hassan
14255,UserLoggedIn,Squadron,27.0,Password reset request was initiated.,4.0,18.174.158.125,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,2024-10-14 05:00:20,"{""statusCode"": 200, ""ip"": ""96.77.218.237"", ""browser"": ""Chrome""}",2024-10-13 05:00:20,369.0,Omar Hassan
13480,BulkImportStudents,Auth,31.0,Record was archived by the administrator.,2.0,36.248.33.42,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,CORRUPTED_JSON,2024-04-12 12:29:27,142.0,Ahmed Ali
11164,ProfileViewed,,,Password reset request was initiated.,,104.88.132.155,curl/7.68.0,,,2023-07-16 00:36:50,15.0,Guest user
8524,UserLoggedIn,StudentImport,37.0,Annual academic year data was synchronized.,2.0,209.228.39.193,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,2025-04-26 16:17:18,CORRUPTED_JSON,2025-04-25 16:17:18,384.0,Ahmed Ali
6186,ProfileViewed,StudentImport,,Data import finished without errors.,5.0,,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 500, ""ip"": ""69.101.113.93"", ""browser"": ""Chrome""}",2024-10-14 21:25:13,400.0,Nour Khalil
12364,UserLoggedIn,Enrollment,27.0,,2.0,8.14.142.245,,2023-08-19 05:30:42,"{""statusCode"": 200, ""ip"": ""114.206.103.34"", ""browser"": ""Chrome""}",2023-08-19 04:30:42,264.0,Ahmed Ali
13563,SquadronUpdated,Auth,19.0,Course registration period has been updated.,1.0,168.243.141.231,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 200, ""ip"": ""213.235.40.44"", ""browser"": ""Edge""}",2023-09-27 06:41:28,192.0,System Administrator
12283,ProfileViewed,Squadron,,Enrollment confirmed for the selected course.,8.0,236.57.55.102,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 401, ""ip"": ""90.92.137.31"", ""browser"": ""Edge""}",2022-05-18 13:58:59,156.0,Kareem Fathy
9265,BulkImportStudents,,,Enrollment confirmed for the selected course.,6.0,100.102.106.228,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 500, ""ip"": ""44.136.229.215"", ""browser"": ""Edge""}",2024-04-17 03:58:21,211.0,Youssef Adel
13013,ProfileViewed,Squadron,37.0,Enrollment confirmed for the selected course.,6.0,71.5.45.156,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 400, ""ip"": ""240.87.29.116"", ""browser"": ""Safari""}",2025-04-12 21:24:11,12.0,Youssef Adel
10138,ProfileViewed,,24.0,Data import finished without errors.,4.0,87.253.87.250,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 500, ""ip"": ""25.26.58.193"", ""browser"": ""Edge""}",2025-04-25 00:00:55,,Omar Hassan
3893,UserLoggedIn,Enrollment,25.0,Access token generated for session.,1.0,70.206.42.109,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,2024-10-15 06:31:20,"{""statusCode"": 200, ""ip"": ""187.239.168.2"", ""browser"": ""Safari""}",2024-10-15 00:31:20,,System Administrator
4100,SquadronCreated,,28.0,Bulk operation completed for selected records.,1.0,168.70.107.98,curl/7.68.0,,"{""statusCode"": 500, ""ip"": ""235.162.187.178"", ""browser"": ""Edge""}",2024-09-06 14:33:34,355.0,System Administrator
4670,LoginFailed,Auth,,Course registration period has been updated.,,98.197.16.84,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,,2024-11-19 10:34:36,68.0,Guest user
3477,AuthCreated,Enrollment,10.0,Enrollment confirmed for the selected course.,1.0,206.193.49.233,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""86.71.235.200"", ""browser"": ""Chrome""}",2023-04-09 19:06:06,340.0,System Administrator
14379,UserLoggedIn,Squadron,22.0,Annual academic year data was synchronized.,1.0,59.77.129.71,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,2023-03-17 09:31:08,"{""statusCode"": 200, ""ip"": ""142.221.147.240"", ""browser"": ""Safari""}",2023-03-17 03:31:08,611.0,System Administrator
3911,BulkImportStudents,Enrollment,,Bulk operation completed for selected records.,1.0,217.233.176.127,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 200, ""ip"": ""252.239.18.62"", ""browser"": ""Safari""}",2025-06-08 21:15:26,270.0,System Administrator
9662,UserLoggedIn,,9.0,,3.0,68.165.145.184,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,2024-09-08 15:28:25,"{""statusCode"": 401, ""ip"": ""220.94.73.59"", ""browser"": ""Safari""}",2024-09-08 09:28:25,52.0,Sara Mohamed
14915,UserLoggedIn,Squadron,37.0,,4.0,163.19.4.117,curl/7.68.0,2024-01-29 02:39:49,"{""statusCode"": 200, ""ip"": ""219.222.12.231"", ""browser"": ""Chrome""}",2024-01-28 02:39:49,226.0,Omar Hassan
6192,UserLoggedIn,Squadron,49.0,Annual academic year data was synchronized.,3.0,164.100.122.116,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,2023-05-03 19:36:47,"{""statusCode"": 500, ""ip"": ""66.239.7.180"", ""browser"": ""Firefox""}",2023-05-03 17:36:47,188.0,Sara Mohamed
8341,SquadronCreated,,14.0,New student record was added to the system.,,151.53.198.182,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 500, ""ip"": ""120.53.151.148"", ""browser"": ""Edge""}",2025-03-01 00:03:42,246.0,Guest user
2074,UserLoggedIn,Squadron,,Data import finished without errors.,,86.240.203.83,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,2025-03-30 06:09:55,"{""statusCode"": 200, ""ip"": ""148.82.116.122"", ""browser"": ""Chrome""}",2025-03-30 00:09:55,257.0,Guest user
10704,LoginFailed,Enrollment,7.0,Annual academic year data was synchronized.,1.0,,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 400, ""ip"": ""149.167.218.183"", ""browser"": ""Chrome""}",2025-03-09 19:06:55,141.0,System Administrator
7688,SquadronUpdated,,32.0,Profile information was reviewed.,,107.54.22.152,curl/7.68.0,,"{""statusCode"": 500, ""ip"": ""241.137.96.189"", ""browser"": ""Safari""}",2024-05-17 04:05:38,433.0,Guest user
9017,UserLoggedIn,,50.0,Access token generated for session.,3.0,97.123.66.246,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,2024-11-09 10:46:06,,2024-11-09 09:46:06,229.0,Sara Mohamed
4498,ProfileViewed,,14.0,The system processed the request successfully.,1.0,79.185.37.129,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 200, ""ip"": ""181.1.234.187"", ""browser"": ""Edge""}",2023-12-04 04:42:12,209.0,System Administrator
8787,AuthCreated,,41.0,User authentication was completed.,4.0,181.155.15.15,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 401, ""ip"": ""217.123.13.70"", ""browser"": ""Firefox""}",2024-06-13 01:45:48,353.0,Omar Hassan
12790,LoginFailed,Auth,,Squadron assignment updated by admin.,1.0,118.239.31.97,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,,"{""statusCode"": 400, ""ip"": ""105.90.216.138"", ""browser"": ""Safari""}",2022-11-30 20:30:10,128.0,System Administrator
13470,BulkImportStudents,Enrollment,37.0,Squadron assignment updated by admin.,2.0,183.252.54.77,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 200, ""ip"": ""62.38.239.63"", ""browser"": ""Chrome""}",2024-05-30 18:06:25,329.0,Ahmed Ali
12104,LoginFailed,,8.0,Course registration period has been updated.,6.0,1.66.69.227,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 200, ""ip"": ""65.86.146.52"", ""browser"": ""Edge""}",2025-04-22 21:27:46,463.0,Youssef Adel
14283,ProfileViewed,Auth,,Data import finished without errors.,3.0,252.24.191.90,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""123.204.30.3"", ""browser"": ""Edge""}",2024-11-09 09:47:37,193.0,Sara Mohamed
2568,UserLoggedIn,Auth,,,4.0,57.251.235.27,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,2024-10-12 13:28:42,"{""statusCode"": 400, ""ip"": ""73.36.12.76"", ""browser"": ""Safari""}",2024-10-12 12:28:42,504.0,Omar Hassan
2990,ProfileViewed,,,Course registration period has been updated.,8.0,86.127.217.138,,,"{""statusCode"": 200, ""ip"": ""66.40.66.140"", ""browser"": ""Firefox""}",2024-08-25 21:03:20,184.0,Kareem Fathy
11317,BulkImportStudents,Enrollment,,Bulk operation completed for selected records.,1.0,130.198.113.88,curl/7.68.0,,CORRUPTED_JSON,2024-01-27 01:33:20,256.0,System Administrator
9207,UserLoggedIn,,15.0,Bulk operation completed for selected records.,7.0,201.78.165.105,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,2024-02-25 01:46:40,"{""statusCode"": 200, ""ip"": ""107.183.50.98"", ""browser"": ""Edge""}",2024-02-24 19:46:40,190.0,Mona Samir
6289,AuthCreated,Enrollment,20.0,System backup was completed successfully.,7.0,108.56.2.155,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 401, ""ip"": ""227.145.224.117"", ""browser"": ""Chrome""}",2024-07-28 13:12:57,347.0,Mona Samir
3261,ProfileViewed,StudentImport,19.0,Record was archived by the administrator.,1.0,97.35.138.200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 200, ""ip"": ""134.13.72.250"", ""browser"": ""Firefox""}",2025-05-01 10:32:43,,System Administrator
1740,LoginFailed,StudentImport,,User session expired and was terminated.,8.0,200.228.9.125,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0 Safari/537.36,,"{""statusCode"": 400, ""ip"": ""42.29.250.202"", ""browser"": ""Chrome""}",2025-06-29 21:20:06,176.0,Kareem Fathy
3402,SquadronCreated,Enrollment,33.0,The system processed the request successfully.,,129.8.239.49,curl/7.68.0,,"{""statusCode"": 400, ""ip"": ""186.172.137.205"", ""browser"": ""Edge""}",2024-01-27 19:11:00,198.0,Guest user
7967,LoginFailed,StudentImport,7.0,Enrollment confirmed for the selected course.,,229.202.22.93,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""86.199.29.131"", ""browser"": ""Edge""}",2022-08-07 09:17:58,431.0,Guest user
4730,UserLoggedIn,,39.0,Access token generated for session.,8.0,28.22.157.40,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/604.1,2023-09-29 02:36:47,"{""statusCode"": 200, ""ip"": ""63.186.218.198"", ""browser"": ""Chrome""}",2023-09-29 01:36:47,356.0,Kareem Fathy
7578,LoginFailed,StudentImport,32.0,Data import finished without errors.,5.0,110.221.170.72,Mozilla/5.0 (Android 13; Mobile) Gecko/121.0 Firefox/121.0,,"{""statusCode"": 200, ""ip"": ""57.171.27.218"", ""browser"": ""Edge""}",2022-04-08 06:13:46,281.0,Nour Khalil
4583,LoginFailed,Squadron,4.0,The system processed the request successfully.,7.0,52.74.220.82,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 400, ""ip"": ""152.57.138.39"", ""browser"": ""Safari""}",2024-06-07 11:29:30,219.0,Mona Samir
7028,ProfileViewed,Squadron,16.0,Data import finished without errors.,,197.69.175.126,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,,CORRUPTED_JSON,2024-08-03 21:35:09,228.0,Guest user
12292,LoginFailed,StudentImport,19.0,Squadron assignment updated by admin.,5.0,27.246.195.236,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,,"{""statusCode"": 200, ""ip"": ""146.93.123.54"", ""browser"": ""Edge""}",2024-12-10 08:49:39,147.0,Nour Khalil
416,UserLoggedIn,StudentImport,15.0,Annual academic year data was synchronized.,2.0,252.80.76.207,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,2022-03-03 10:44:56,"{""statusCode"": 401, ""ip"": ""152.32.54.213"", ""browser"": ""Chrome""}",2022-03-03 08:44:56,489.0,Ahmed Ali
